Görüş,Durum
"Ürünün çok kaliteli olduğunu söyleyemem. Ama fiyatına göre ürün. Ne kadar ekmek o kadar köfte :))  Bu tür ürünleri görmeden almamak gerektiğini deneyimledim. Montajladım, kullnmaya başladım. Ancak montajını yapmak isteyenler ipucu 152mm lik bits yıldız uç almalılar, piyasada pek yok. Aynı anda sipariş verin bence.
Ama kargonun hızına bayıldım. Hepsi expressle saat 22,00 de ürünümü teslim aldım.",Olumsuz
"İkinci kamera hiçbir işe yaramıyor, bokeh çekimi kötü. çift kameralı diye aldanmayın. Normal kamera da kötü. Ekran dokunmatiği hassas değil ama bu fiyata başka ne alınabilir fikrim de yok açıkçası.",Olumsuz
"ürün 4 günde elime geçti ve servis ertesi gün geldi. özenli paketlenmiş.
gayet anlatıldığı gibi hiç bi sorunu yok. Mağazanın ilgisi mükemmel.",Olumlu
"Ürünün bir çakmağı çalışmamakta ve bir ocak gözünden yeterli miktar gaz
çıkışı mevcut değil kolay kolay yanmıyor,açıkçası önermiyorum.",Tarafsız
Ürün gayet başarılı sadece sesi biraz çok.  Çekim gücü iyi.,Olumlu
Beğenmedim,Olumsuz
Tek kişi için yeterli. Tavsiye ederim,Olumlu
Ürün çalışmıyor yardımcı olabilirmisiniz,Olumsuz
"Basit manada uydu yayını izlemek amaçsa sorun yok. Cihaz internet
bağlantısı RJ45 üzerinden var ancak basit bir Youtube uygulaması yok.
Cihaz yazılımı ile benzeri özellikler barındırmıyor. Bir çok uydu
cihazının zaman içinde firmware(yazılım) güncellemesine ihtiyaç duyar.
Bu hizmeti alabileceğiniz bir destek sitesi yok.Çift kumanda oluşunun
kullanım katkısı tartışılır. RJ45 girişi olan bir uydunun mutlaka
internet üzerinden güncellemesi olmalıydı. Goldmaster için beklediğim ya
da beklenen iyi ayrışan bir özellik göremedim. Almasaydım da olurdu.",Olumsuz
Ofis be iş yerleri için oldukça kullanışlı bir ürün,Olumlu
Telefon gerçektende tam anlamıyla harika bir telefon neden diyecek olursanız Sonuçta biz bu telefonu bin liraya 1100 liraya aldık ve 64 Gigabyte hafızası var ön arka kamerası gayet güzel fotoğraf ve video çekiyor özellikle 4k güzel bu telefonu alırken tereddüt Derimiz oldu Ancak 8 aydır sorunsuzca kullanıyorum şarjı çok çabuk doluyor Hemen bitmiyor telefon ısınmıyor kapanmıyor kasma donma yapmıyor telefon gerçekten parasını hak ediyor Çünkü verdiğim para 1000 TL 4000 TL verip de en azından moralin bozulacağını bin TL verdim çok da güzel kullanıyorum herkese tavsiye ediyorum telefon gayet şık masaya koyduğunuz zaman ben buradayım diyor Ayrıca kumanda özelliği var Gayet güzel çalışıyor güncellemede geldi alacak arkadaşlara tavsiyem çok paranız varsa bu telefonu almayın Ama artık para harcamak istemeyen arkadaşlarım bu telefonu alıp kullanabilir Herkese iyi günler,Olumlu
Çekim gücü iyi. Fakat çok gürültülü çalışıyor.,Olumlu
"Bu uydu iç yaramaz
Ayarlaması
Zor dostum
Zor içim
Sıkılıyor",Olumsuz
benim çok memnun kaldığım makine çekim gücü de çok iyi tavsiye ederim.,Olumlu
"cihazı fişe taktım 15 dakika sonra Windows çöktümüşteri hizmetlerini
arıyorum adam bana diyor ki bilgisayar güncelleme yaparken kapat
duysanız diyor Windows çökerdi ben diyorum bilgisayarı kapatmadım
diyorum yok diyor siz kapatmış olabilirsiniz zaten hep tüketici suçlu
olur büyüteci suçlu olmaz niyeyse yani anlayacağın şöyle söyleyeyim rün
İstanbul'dan İzmir'e bir haftada kargo ile geldi ürün 1 hafta içinde
montajı yapıldı etli sana 2 hafta ürün eve geldi taktım fişi 15 dakika
sonra video çekiyor ürünü gittim kendim bilgisayarcıda ayarla attım 2
gün sürdü az bir bilgisayar sa yani toplamda 3 haftaya yakın bir zamanda
bilgisayar normal olarak çalışmaya başladı paranız varsa gidin daha
iyisini alın paranız yoksa biriktirin daha iyisini alalım kalkıp da
böyle şeyleri almayın ben hata yaptım aldım zaten şu coronavirüs bitince
Çin'deki parçaları komple söküp kendi dizaynına göre tasarlayacağım
içindeki parçalar gereksiz saçma sapan bir şey haberiniz olsun",Olumsuz
Gayet iyi yer kaplamasin diye tercih ettim. 2 kare tost veya bir panini aliyor. hizli isiniyor guzel yapio. eksileri: plakalar cikartilsa iyi olurdu. tutma yeri daha kompakt olabilirdi dolapta yer kapliyor,Olumlu
Fiyatına denk güzel bir cihaz,Tarafsız
Güzel fakat çok ağır,Olumsuz
Arkadaslar gerçekten is görmez kotu yani,Olumsuz
"Korkmaz kalitesinde ergonomik ve kullanışlı. Demlik filtresi yok.
Tavsiye ederim.",Olumlu
Samsung Gear Fit 2 kullanıyorum. Huawei bilekliği eşime aldım. Küçük olması ve şarjının uzun süre dayanması haricinde diğer özellikler bakımından samsung daha iyi. Güncelleme ile arayüz ve uygulama sayısı artırılmalı.,Tarafsız
Ürün güzel kullanıyorum tavsiye ederim,Olumlu
Avantajlar : Çok avantajlı<br />Fiyat açısından çok uygun buldummmm..,Olumlu
"Bir vantilatörden bekleneni veriyor. Daha gürültülü veya sessiz değil, normal. Kusa sürede sorunsuz elime ulaştı.",Tarafsız
kaliteli ve fiyatıda uygun tavsiye ederim.,Olumlu
Ürün tam istediğim gibi,Olumlu
Fiyatına göre performansı iyi memnun kaldım,Olumlu
Teşekkür ederim cok kullanışlı,Olumlu
Fiyatına göre iyi gibi ama ince halıları kaldırıyor yerden gücünden dolayı. Süpürge olayı biraz zor oluyor. Parkelere yapışıp kalıyor. Fazla gücü olması çok da iyi değil demek ki,Olumsuz
fiyatına göre özellikleri çok kullanışlı güzel bir telefon. büyük ekran sevenler için.,Olumlu
Eksiksiz ve oldukça fazla aparatı var.işimi fazlası ile görüyor.,Tarafsız
kulp kisimlari biraz ayrik gibiydi ama goz ardi edilebilir,Tarafsız
"Kesinlikle tavsiye etmiyorum kahvaltılık bölümünü kapatamıyorum , dolap sürekli çalışıyor anlamadım gitti  başka ürün tavsiye esilir",Olumsuz
Beğenmedim. Az daha fazla para verip daha iyisini alın.,Olumsuz
evet güvenilir bir mağaza,Olumlu
bluetoth yok bileklikte bağlanmıyor boşa gitti param programda bi işe yaradığı yok saati bile ayarlayamıyorum bluetothsuz,Tarafsız
telefon gayet güzel herşeyinden çok memnunum siparişi verdim 24 saat geçmeden elimdeydi herşeyi güzel ancak telefon çok çabuk ısınıyor bunun için şikayet hattına bildirdim garantisi hakkın da bilgi de aldım. böyle bi problemle karşılan arkadaşlar ne yaptınız acaba.,Olumlu
Pil hariç hepsi geldi ürün güzel yinede teşekkürler,Tarafsız
Ürün kaynatması ve görüntüsü güzel .Fakat demlik camı çok ince kapağını kapatayım derken hemen çatladı. Ne olduğunu bile anlayamadım. Üst demlik sipariş etmek zorunda kaldım. cam kalitesi kötü malesef,Olumsuz
jülyen doğrama yapiyor mu,Olumlu
"Ürün çok kötü. İçinden şoblon çıkmadı. Montaj vidaları minik minik.
Filtreleri oyuncak gibi. Kesinlikle almayınız. Paraya kıyıp kaliteli
ürün alınız.",Olumsuz
annem icin aldim kendisi gayet memnun ve sorunsuz kullanıyor.,Olumlu
"Çok yüksek beklentiniz olmasın, vasatın biraz üzerinde bir sese sahip. Ama çok kötü de değil, gündelik olarak güzel bir ürün. Tamamen beklentinize bağlı.",Tarafsız
Bu ürün üretimden kaldırılmış.Türkiye de uygulaması yok. Çince uygulaması huwai tarafından bölgenize uygun değildir.Diyor.,Tarafsız
Ürün görseldeki gibi çok güzel teşekkürler ❤️,Olumlu
"Urunun alt haznesinden su akiyor her kaldirdigimizda , daha kullanmaya baslayali 1 hafta oldu.",Olumsuz
"Ürün beklentilerimin üzerinde bir ürün. Kalitesi harika. Erken ısınıyor, geç soğuyor. Herkese tavsiye ederim.",Tarafsız
Yaklaşık 1 aydır kullanıyorum. Performansından çok memnunum.,Olumlu
"Piyasada en uygun fiyat bu mağazada komşulara ve kendime aldım vede
kayinvalideme hediye aldım.Satıcıya teşekkürlerimi vede saygılarımı sunarım.",Olumlu
Hediye olarak almıştım.İlk kullanımdan itibaren içinde benekler oluştuğunu söylediler. Şu an için bilemiyorum. Ama korkmazın diğer ürünlerinden memnunuz.,Olumlu
SÜPER FİYAT KALİTELİ MAKİNE,Olumlu
"Urun iyi gibi kaliteli duruyor bir kac vidio izledim suna vardim ses duzeyi iyi ama mikrofonu fazla iyi degil.
Ama bu fiyat araliğinda en iyi kulaklik bence zaten gelince gorecem",Tarafsız
"Standart cezvelerden farklı. daha ağır pişiriyor, böylece kahveyi daha
lezzetli yapıyor, kablonun sarılabiliyor olması büyük kolaylık. gayet
ergonomik. açma ve kapama dışında farklı bir özellik tuşu yok, fiyatı
epey yüksek ancak tefal kalitesi için değeceğini düşünerek satın aldım.
dilerim uzun yıllar kullanırız.",Olumlu
Cihazı uzun bir süre deneyimledim. Açıkca söyliyeyim eski macbook pro’lardan hiçbir performans farkı yok. Bu bende hayal kırıklığı yaşattı. İkinci çöküşüm cihazın menteşesi ile alt kasanın birleşim bölgesinde küçük ezikler farkettim. Biri sanki ince bir tornavida ile otursun diye ittirmiş. Kutudan çıkarırken en ince ayrıntısına kadar inceleyin. Ondan sonra cihazı açın.,Tarafsız
çok araştırdım.en iyisi en hesaplısı bu.gayet kaliteli ve şık.,Olumlu
Zaten hali hazırda simfer kullanıyorum ve çok da memnunum çeyiz için bu ürünü tercih ettim. Henüz kullanmadım ama eminim sorun yaşamayacam.beyaz rengi de şahane duruyor bence 👍,Olumlu
"Olumlu yönleri: Ürün kesinlikle mükemmel. Aşırı sessiz çalışıyor. Eski süpürgemizden sonra ilk denediğimiz günü hatırlıyorum. Gerçekten çalışmıyor zannetmiştik😂 o kadar sessiz gelmişti. Şimdi alıştık tabi sesine 😂 Genelde tek başlık kullanıyoruz ama farklı başlıkları mevcut. Koltuk için de minik aparatları mevcut. Haznesi kolay çıkarılıp temizlenebiliyor. Biz çok memnunuz.

Olumsuz yönleri: Çekiş gücü çok yüksek olduğu için süpürürken zorlanıyorum. Genelde eşime yaptırıyorum o yüzden🤣",Olumlu
İdare eder,Olumsuz
Arkadaşlar çok güzel çekim gücü herşeyi.Sadece azıcık çalışırken yüksek sesli çalışıyor.Geri kalanı kusursuz.Almanızı tavsiye ederim,Olumlu
Kendisi çok güzel ama kapağı tam kapanmıyor,Olumsuz
Ürün fiyatina göre çok güzel. Bosuna isme fazla para vermeyin,Tarafsız
ALET ÇOK GÜVENLİ DEĞİL,Tarafsız
gayet güzel ürün hızlı gönderi tamam yani,Olumlu
Kırışık açmıyor 3-4  kere üstünden geçmek gerekiyor 7.5 bar ama bence 3 bar gibi bile değil 100 tl lik ütüden pek farklı Yok Philips i aradım memnun değilim dedim iade etmek istiyorum dedim kabul etmediler aldığım firma başarılı satıcı idi onu aradım iade ettik satıcıya tşk ederim ama almayın uzak durum şimdi tefal alıcam mediamarkt da test imkanı var bakmadan almayın tefal le Philips farkını net görürsünüz,Olumsuz
Çok fazla değil idare eder,Tarafsız
"Rezalet, arçelik kahve makinası kullanıcısı olarak hayal kırıklığına upradık. Paramızın iadesini istedik. Köpük yok bulamaç gibi sulu sıcak kahve pişirdi. Eski makinam buna 1000 basar. Dizatnına aldandık aldık ama pişmanız kimseye önermiyorum",Olumsuz
Ürünğn Ses kalitesi falan güzel fakat orijinal olmaması bir miktar üzdü. Ama piyasadaki diğer ürünlere oranla çok iyi.,Tarafsız
Ürünü kendi kutusunda göndermişler hiç bir koruma yapılmamış sonuçta sorun yok ama kirilacak ezilerek bir ürün  daha korunakli bir pakette gönderebilirlerdi.,Tarafsız
Fiyatına göre oldukça başarılı bir ürün. Çok kısa sürede pişiriyor. Temizlemesi kolay. Kurulumu kolay.,Olumlu
İş görür. Standart bir ürün.,Tarafsız
Halıları süpürmeyi düşünüyorsanız almamanız gereken bir ürün. Parke zemın ıcın uygun. Tavsiye etmiyorum,Olumsuz
Okadar araştırdım aldığım yerle konuştum öve öve bitiremediler kek kurabiye poça denedim hepsinin altı pismedi üstü yandı berbat ötesi görünüşe aldanma hayal kırıklığına uğradım çokta kızdım fırını aldığım gibi yarın sahibine verecem eve asla koymam,Olumsuz
1 günde teslim aldım. Sorunsuz çalışıyor. Kutusundan çıkan siyah renkli sünger takozları çerçevenin iç kısmına yapıştırın telefononuzun tuşlarına göre ayarlarsınız. gerçekden güzel cihaz fiyatıda iyi he bu arada tertemix beyaz kutu içerisinde teslim aldım kılavuzları ve mercek temizleme mendilleri bile vardı. Tavsiye ederim pişman olmazsınız.,Tarafsız
Telefonu eşim için hediye aldım A9 almayı düşünüyordum hepsiburada bir indirim yaptı uyguna geldiği ve özellik olarak üstün olduğu için A70 aldım çok memnunuz hızı çok iyi hafıza 128gb gayet güzel olmuş verilen paraya değer,Olumlu
"gücü süper, fiyatına göre mütiş bir cihaz, tek eksiği altına fırçası yok, halıları süpürmek için alıcaksanız almayın çünkü hiç bi faydası olmicak",Olumlu
orta kalite bir ürün. ayaklarının açılmasında sorun var. zor açılıyor. ürün beklentiyi karşolamıyor.,Tarafsız
başarili ürün.,Olumlu
üründen hiç memnun kalmadık kırışıkları gidermiyor Philips kalitesine asla yakışmayan bir ürün,Olumsuz
"2 yıldır kullanıyorum çok memnunum,çekiş gücü biraz düştü ama kullandığım diğer makinelere göre yine çok iyi,tavsiye ederim",Olumlu
Mutfakta kullanılacak uygun bir ürün,Olumlu
"ben siyah istemiştim ama mağaza bana mavi yolladı onun haricinde güzel
bir sıkıntı yok",Tarafsız
Burda yazılan yorumları dikkate alıp aldım fakat 1 senedir kullanıyorum ütüyü tabanı simsiyah oldu bile abartıldığı kadar iyi bi ütü olduğunu düşünmüyorum malesef 👎🏻,Olumsuz
"Ben bu ürünü farklı bir yerden aldım. HB fiyatı daha uygunmuş. Ancak ürün çok kötü. Bu yorumu yazmamın sebebi Arzum adına kanım bu ürün almak isteyenleri bilgilendirmek. Ürün bir kere çok sesli. Hadi işini düzgün yapsa buna katlanılır ancak, motor kafası kesme bıçağına tam oturmuyor ve yüksekte kalıyor. Bu sebeple ürün ilk bir kaç gün içinde bıçağın üst plastik dişlisini sıyırıp çalışmaz hale geliyor. Tamamen bir tasarım hatası. Motor kafasının daha aşağı yaklaşması ya da bıçak kafasının daha yüksek olması gerekirdi. Sakın almayın ben aldım pişman oldum maalesef.",Olumsuz
Yaklasik 200-250 sifre gonderdim.Bunlardan bir tanesinede mi cikmaz.ve bundan sonra nescafe yi hayatimizdan cikartiyorum.daha onceki cekilislerede katildim ama malesef sonuc husranla sonuclandi.bundan nescafe yi es dost tanidik tamamadik herkese icmemelerini tasiye edeceyim.,Olumsuz
"ürün gayet iyi
bu ürünü burada yayınlanan yorumları inceleyerek almıştım
daha önce bu ürünün 4 katı pahalı bir makina vardı fakat bu süpürge andan 4 kat dahaiyi süpürüyor ve halıdan tozları su içinde görebiliyorsunuz
 teşekkürler hepsi burada",Olumlu
"Evde kullanım için aldım. Sipariş ettiğim günün ertesi sabahı geldi.
Akşama da servis gelip kurdu. Memnunum termostat yarı ayarda iken bile çok iyi soğutuyor.",Olumlu
"İşini yapan bir erişim noktası. Anteni çıkmıyor arkadaşlar. Switch 100 Mbit sorunu yok. Çekim kalitesi bakımından standart özellikte olduğunu söyleyebilirim. Altlı üstlü çatı katı ev, her yer kapsam altında.",Tarafsız
ürün güzel kullandığım ürün ama güzel paketlenmemiş paketlemeye biraz daha özen gösterilirseydi tam yıldız alırdı,Tarafsız
Olumlu yönleri: Sinbo bu 1400 watt gücü sahip olan süpürgesi ile mükemmel temizlik deneyimini vaad ediyor kişiye ciddi anlamda aldığı her kuruşu sonuna kadar hak eden bir süpürge diyebilirim borusunun yapıldığı malzeme sayesinde gerçekten üstün hareket kabiliyeti ve güçlü temizlik deneyimini vaad ettiği gbi sunabiliyor müşteriye umarım bu tarz ürünler üretmeye devam ederler,Olumlu
Ürün hala Horoz lojistikten elimize geçmedi. Yaklaşık 10 gün oldu. Gelirse ürün konusunda fikir sahibi olacağız.,Olumsuz
"çok beğenerek aldım , herşeyi kesiyor katı kalmıyor, genelde detox suları yapıyorum.",Olumlu
akıllı tahtaya tanıtamadık. çalışmasında sıkıntı yok.,Tarafsız
"Avantajlar : az elektrik harcıyor
									,	
								
									çok sessiz<br />Dezavantajlar : yok<br />Çok güzel ürün. Erhan önerdi aldım.",Olumlu
"Soğutması ve dondurması fena değil ancak motoru o kadar gürültülü ve titreşimli ki, kapakları kapalı halde iken bile şişelerin vs titreme sesi duyulabiliyor. Tavsiye etmem.",Olumsuz
Daha önceden kullandığım bir üründü umarım uzun süreli olur,Olumlu
Eğer anlatıldığı gibi olsaydı fena bir ürün değil,Olumsuz
Fiyatı cok uygun ve kaliteli. Sızdırma yapmıyor keşke içinde süzgeçde olsaymış,Olumlu
anlatıldığı gibi süper bir ürün herkese tavsiye ederim,Olumlu
"Ürünü aldım,  gayet güzel görünüyor,  hersey ile mükemmel,  ancak su altında denemeyin, çünkü ben denedim ilk ve son kez kullanmis oldum, o günden sonra kamera calismiyor",Olumsuz
Cok kotu pişmanım almayın,Olumsuz
Evet çok beğendim,Olumlu
"plastik süzgeç yerine çelik olsa daha iyi olurmuş.


ZEYNEP. E",Tarafsız
"Arkadaşlar kesinlikle satın almayın ben aldım pişmanım. 3 ay stabil
çalıştıktan sonra sürekli parçaları sorun yarattı. Kullandıkları
anakartlar çok eski.1 yıldır bilgisayar evimde ve parçalamamak için
kendimi zor tutuyorum.",Olumsuz
bu fiyata urun gelcekten guzel,Tarafsız
"Olumlu yönleri: çekiş gücü iyi, temizlenmesi kolay

Olumsuz yönleri: inanılmaz gürültülü, tek oda temizlenirken bile bir süre sonra kulağınız duymamaya başlıyor :(",Tarafsız
Bu dolabı çok beğenerek ve isteyerek aldım.Dolabı cuma günü servis kurdu.aksam olunca dolabin dondurucu kısmından çekirge sesine benzer sesler gelmeye başladığını farkettim.dolap çok sesli çalışıyor .Servis çağırdım umarım ses sorununu çözerler. Yoksa büyük hayal kırıklığı  ,Tarafsız
Küçük ama yeterli,Olumlu
"bana faydası olacak her program var, fiyatı uygun ve servisi de çok efendi + iyi tavsiyelerde bulundular.
11 yıldan beri HB alışverişte pişman etmedi.",Olumlu
Hiç tavsiye etmiyorum sesi çok ve bir yıl içinde bozuldu garantiye yolladık motorundan mış garanti kapsamında degilmiş yanıtı verildi motoru garantiye dahil degilse neyi dahil garantiye buna vereceğiniz paraya yazık,Olumsuz
"alınır , kullanışlı ve hızlı çekim gücü yerinde fiyatına gore ideal sorunsuz kullanıyorum ..",Tarafsız
"Ses kalitesi berbat , kısık çıkıyor , bas tiz diye bir şey yok , ucuz diye aldım , hiç tavsiye etmem",Olumsuz
Ses kalitesi iyi.Ses ayarı yok.Hızlı gönderi.,Tarafsız
cok basit malzemeden yapilmiş,Olumsuz
Bu fritozu aldigimda cok begenmistim ama kullanmaya basladiktan sonra yemeklerde tat biraktigini farkettik ailemden hic kimse begenmedi suan oldugu gbi duruyor kullanamadim cok kotu bi tat birakiyo,Olumsuz
"Merhabalar, 
Gecen hafta yeni kurdugum sistem icin kullandim ama begenmedim. Cok ses cikariyor ve performansi bence cok basarili degil.",Olumsuz
ürün zamanında geldi,Tarafsız
😍 çok beğendimmm,Olumlu
"Ürün geldi fakat kutusunda hiçbir şey yok ne bir koruma nede garanti belgeleri ,sadece ürün çıktı içinden o kadar",Olumsuz
yıkaması ve temizlemesi 25 dakika.Tüm boruları içine yayılan pisliği çıkarmak gerçekten çok güç.makinanın temizlenmesi evi temizlemekten daha zor.5 yıldız veren arkadaşlara aynı makine değil sanırım benimkisi !!!!,Olumsuz
"Olumlu yönleri: Çekimi gayet güzel iş görüyor normal süpürge gibi nerdeyse

Olumsuz yönleri: Ucu düşüyor arada , süpürürken bi eksisi olmuyor ama kaldırınca düşüyor benimki 🤔",Olumlu
Fiyat çok iyi ve ürün çok güzel memnun kaldım çok çabuk geldi,Olumlu
Ben kullandım hiçbir ürün kızartma tadını vermiyor ben beğenmedim ama sağlıklı oluyor tabi ki hiçbir hazımsızlık yapmıyor patates kızartması balıkta ise başarısız fırın gibi oluyor kızartma gibi değil kargo süreci iyi ürün sağlam geldi,Olumsuz
Gönderdikleri anakartın işlemci soketi problemli geldi 8 10 tane Pin kırık iade istedim bakalım ne yapacaklar,Olumsuz
stabil olmayan kutu üstünde sundukları özellikleri performanslı bir şekilde yerien getiremeyen cihaz karşısnızda. 6-7günde bi cihaza reset atarsınız ara yüze girebilmek için. cihaza  HDD bağlayıp dosya paylaşımını açtığınız zaman belli bi süre sonra kendini kilitler payaşımdaki çoğu klasörü okuyamaz paylaşıma veremez. torrent uygulamasını açtıgınız zamanda vihaz kilitler kendini sürekli reset atarsınız. ha ben bu cihazı alacam sadece modem router olarak kullanacam derseniz idare eder sizi oda bahsettiğim gibi hafta bir reset isteyebilir yada istemez o anki ruh haline bağlı cihazın. bunun içinde bu para verilirmi tartışılır.,Olumsuz
Belirtilen tam tarihte elime ulaştı. Güzel paket. Sıfır ürün. Fatura için siparişlerim bölümüne bakıyorsunuz fatura yollanmıyor. Kutuda şarj ve kulaklık var.,Olumlu
"Büyük boyutta dosyaları taşımak için kullanışlı.
Ancak; Android görmediği için NTFS olarak biçimlendiremiyorsunuz. exFAT olarak biçimlendirip telefon veya tabletin görmesini sağlayabiliyorsunuz. Daha yeni olduğu için mekanizmasında bir sıkıntı yok ama hissiyatı zamanla sorun çıkarabilir izlenimi veriyor. Veri transferi hızlı ama oldukça ısınıyor.",Tarafsız
"Süpürge fiyatına göre, dahada pahalı süpürgelere eş değer, emiş gücüne sahip, fakat, çoğu alıcının belirttiği gibi, süpürge sapının esnekliği biraz fazla, sapının kalitesi, makinanın eş değerinde olsaydı, bu model, satışta dahada patlama yapardı, bir bayan dikkatli kullandıktan sonra sıkıntı çıkmaz, ama, ağır işle uğraşan erkek, bu süpürge sapına ne kadar dikkat eder tartışılır, ama parçalarıda ekonomikse, oda problem olmaz...",Olumlu
Ürün çok kullanışlı beğendim.,Olumlu
kahvesi görüntüsü süper,Olumlu
1+1 ofisim için aldım. Haznesi ideal çalışması güzel. Aile için uygun değil. Öğrenci ve ofis için. Horoz lojistike teşekkürler hızlı ve güzel teslim edildi.,Olumlu
tüm aksamları tamam ama Başlığı daha iyi olabilirdi,Olumlu
"sessiz falan değil, bayağı sesi var elektrik kablosu çok kısa, kablo toparlanırken çok şiddetli çekiyor makine, ömrü uzun gözükmüyor, çekim gücünü ayarlamak için eğilmek gerekiyor, makine kendisi ayarlama yapmıyor, eski Philips makinem yapıyordu bunun dışında olumsuz yönünü görmedim, çekişi iyi, temizleme kolay, bu fiyata idare eder",Tarafsız
Fiyatina gore iyi ocak ustunun demirleri hemen cizildi tencereyi koydugumuz yuzey. Su lekeleri kaliyor. Firin iyi.,Tarafsız
BEN EŞİM İÇİN ALMIŞTIM.KİBAR VE İNCE BİR TELEFON.KARGO PAKETLEME GAYET GÜZEL. 2 GÜN İÇİNDE TELEFON ELİMİZE GEÇTİ.EŞİM SAMSUNG KULLANDIĞI İÇİN ALMIŞTIM.GÖRÜNÜŞTE GÜZEL AMA TEKNİK ÖZELLİKLERİ PEK BİLMEM...,Olumlu
İade ettim begenmedim,Olumsuz
Guzel kullanışlı,Olumlu
arızalı ürün geldi,Olumsuz
Pervane plastiği biraz da kaliteli olmalı. Fiyatına göre iyi.,Tarafsız
Yazlık evde kullanmak için aldım. Evdeki bozuk ütüyü götürseydim daha iyi olurdu. Hiç değilse kıyafetim yanmazdı.,Olumsuz
ÜRÜN FİYATI UCUZ OLMASINA RAĞMEN TOSTLAR LEZZETLİ IZGARA KISMININ HEMEN SOYULMASI İSE SAĞLIĞA ZARARLI OLMASI SEBEBİ İLE KÖTÜ UZUN SÜRE KULLANMA AMAÇLI YADA KALABALIK AİLELERE UYGUN DEĞİL,Tarafsız
ÜRÜN ÇOK İYİ BİR ÜRÜN.TAVSİYE EDERİM.TEŞEKKÜRLER,Olumlu
kapak korumaları açık bir vaziyette elime ulaştı,Olumsuz
Gayet güzel bir ürün ve başarılı bir satıcı ☺️🤗,Olumlu
Garanti etiketi üzerinde yapışılı geldi ama iç anakartı powera bağlayan fiş sökük geldi. sanki garanti dışı bırakmak için yapılmış tuzak gibi geldi . Cihazın iç donanımı eski tip. Standart mağazalarda satılan i3 donanımları bile değil. Ama fiyat performans bazında basit işlemler için tercih edilebilir.,Olumsuz
"Sıcaklık ayarı yok ve her kumaşta güvenli olması için ütü tabanı çok düşük sıcaklıkta çalışıyor. Yani öyle kumaş tipi algılayıp kendi kendine ayar diye bir durumu yok. 
Düzenli kireç temizleme yapmama rağmen daha bir yılını doldurmadan buhar vermeye başlama süresi çok uzadı ve en sonunda bozuldu. Ürün buhar gücüne dayalı ütüleme yaptığı için basınç kaybı yaşandığında iş yapamaz hale geliyorsunuz.",Olumsuz
"Ürün sosyal platformlarda, klasmanında neredeyse en iyisi olarak lanse edilse de yaşadığım kısa tecrübe bana aksini gösterdi. Ilk olarak şunu belirteyim urun çok konforsuz bir kaç şarkı sonra kulağım ağrımaya başladı. Ikincisi ki en buyuk sıkıntısı bu benim için, üründe inanilmaz bi bağlantı kopma problemi var. Hele wifi açıkken kullanıyorsanız bu sorun 2ye katlanıyor. Üçüncü ve son olarak telefon görüşmelerinde de parazitlenme yaşadım. Sağolsun amazzon ürünü iade aldı. Kesinlikle tavsiye etmiyorum bu kulaklığı.",Olumsuz
"ürünü beğendim ama fazla üstün performans beklemeyin, soğutuyor tabii
ama dondurma saklanmaz bilginiz olsun . büro için ideal",Olumlu
Kardeş markalarıyla arasında hiçbir fark yok. Bu fiyata alınabilecek en uygun makine. Teslimat da söylenenden daha erken gerçekleşti.  Teşekkürler. ...,Olumlu
İki yıl önce 3000 Watt olanından almıştım hem taşıma ayağı hem gövde olarak kalite ortadaydı ama bu üründe gördüm ki eski kalite yok ilk çalışma anında çok ses yapıyor yanında gelen ayak  UFO&#8217;yu taşıyacak gibi görülmüyor ama yine ufo yine ufo,Tarafsız
cok dandik sakin almayin.esimin cokihtiyaci oldugj icin iade edemedim zaten 1aydir bekliyorduk.,Olumsuz
"Yerli üretim, milli üretim diye yeni evimi komple Vestel ürünleriyle dizayn ettim. Ankastre set, televizyon, bulaşık makinesi... Bulaşık makinesi aldığıma alacağıma pişman oldum.İlk kullanımda bardaklar, tabaklar zehir gibi acı çıktı. Bütün bardaklar, tabaklar çizildi. Kullanılmaz hale geldi. Sürekli makine pas atmaya başladı.  5 kere servis çağırdım her seferinde bardakların ömrünün bittiğini, deterjan değiştirmemi söylediler. İlk kez bulaşık makinesi kullanıyormuşum gibi sürekli  bir bahane bulup gittiler.  Sonuncusunda servis parça değişti pastan, çizikten kurtaramıyorum. Bir daha bedava verseler, hatta üstüne para verseler bir daha asla Vestel ürünleri almammm. Elektronik eşyadır bu tip sıkıntılar olabilir ancak Vestel diye büyük bir firmanın müşteri temsilcileri, servisleri bu sorunu giderebilme yetkisine sahip olmalıdır. Eğer sorun aşılamıyorsa Vestel markası verdiği garantiye sadık kalarak ürünü değiştirebilme kapasitesine sahip olmalıdır.",Olumsuz
herkezin cildine iyi gelicek diye bisey yok kime iyi gelir kimene gelmez arkadaslar,Tarafsız
"Vasat bir bellek, cihazın kaporta kısmı biraz daha kul lanışlı hale getirilebilir. yazma okuma kalitesi vasat. küçük tip bellek daha mı kullanışlı olur acaba",Tarafsız
mikrofonu olmayan bir kulaklik icin pahali buldum. ses vasat,Olumsuz
evet beğendim tavsiye ederim,Olumlu
Güzel ürün braun kalitesi zaten tartışılmaz.. indirim zamanında almıstım,Olumlu
ürün paketlemesi gayet iyi eksiksiz hatasız geldi,Olumlu
Beğenmedim. Bana göre değilmiş. Hiç krem sürmemiş gibi oluyor.,Olumsuz
